Column1,Date,ISO,Key phrases,Language,Name,Reviews,Sum of Score sentiment,Sentiment
247,2016-03-25 00:00:00,de,"Riva del Garda geben, Tipps, Robertos Mutter, Schwester, Kommunikation, super, Beschreibung hell, Aufenthalts geschäftlich, Unterkunft, empfehlen, Appartement",German,Charlotte,"Das Appartement war genau wie in der Beschreibung hell, sauber und wunderschön! Wir hatten zwei tolle Tage in Riva del Garda. Robertos Mutter und Schwester waren sehr freundlich und konnten uns einige gute Tipps für Riva del Garda geben. Die Kommunikation mit Roberto hat super geklappt, sogar obwohl er zur Zeit unseres Aufenthalts geschäftlich verreist war. Sehr gerne kommen wir wieder, und können die Unterkunft nur wärmstens empfehlen!",64.3%,Neutral
248,2016-03-20 00:00:00,it,"terrazzo grande, piacere, Casa accogliente bella, lago, passeggiata, parkett, ampio soggiorno, piccola Greta, compagna, centro, Buona accoglienza, piedi, minuti",Italian,Simone,"Buona accoglienza. Rispecchiate e superate le attese. Casa accogliente bella e pulita con un terrazzo grande e soleggiato. Ideale per noi; io la mia compagna e la piccola Greta, che gattonava con molto piacere sul parkett dell'ampio soggiorno. A piedi si raggiunge facilmente il lago ed il centro con una passeggiata di 10/15 minuti.",68.5%,Neutral
249,2016-01-19 00:00:00,en,"Roberto, father Gigi, warm welcome, Spacy modern clean apartment, Grotta area, pleasant stay",English,Markus,"Spacy modern clean apartment located near Grotta area. Roberto and his father Gigi had a nice and warm welcome, i had a pleasant stay. Thank you Roberto and Gigi",99.8%,Positive
250,2016-01-02 00:00:00,it,"Roberto, appartamento, Riva, giorni, casa grazie dell'ospitalità, zona, pena, Garda, sicuro, cavallo, lago, primavera, estate, inverno, anno, famiglia, fascino, Consiglio",Italian,Massimo,"Siamo stati ospiti di Roberto per 4 giorni a cavallo dell'ultimo dell'anno. Che dire, tutto è andato alla perfezione. Ci siamo sentiti subito a casa grazie dell'ospitalità di Roberto e della sua famiglia. L'appartamento è moderno, luminoso, ben fornito e pulito. Anche d'inverno vale la pena visitare Riva del Garda e tutta la zona attorno.Il lago ha sempre il suo fascino! Consiglio vivamente l'appartamento, ci tornerò di sicuro magari in primavera o d'estate.",63.5%,Neutral
251,2015-12-07 00:00:00,it,"ampia terrazza, confort, vista sulle montagne, ospitalità di Roberto, primavera, estate, bellezza, magnifico lago di Garda, bella vacanza, ottima sistemazione, prossimo ritorno, periodo, appartamento, Grazie",Italian,Michele,"L'appartamento è stato impeccabile, dotato di ogni confort, pulito accogliente, luminosissimo e ben arredato. La vista sulle montagne, l'ampia terrazza e l'ospitalità di Roberto ci faranno pensare ad un prossimo ritorno in questa bellissima zona magari in primavera o estate, periodo in cui poter sfruttare a pieno anche la bellezza del magnifico lago di Garda. Che dire bella vacanza sottolineata da questa ottima sistemazione. Grazie ancora.",65.2%,Neutral
252,2015-11-17 00:00:00,en,"Roberto, wonderful stay, lovely parents, trip thanx, rest, friends, tips",English,מתת,me and my 3 friends had a wonderful stay at Roberto his lovely parents welcomed us when we arrived and Roberto was happy to help us plan the rest of our trip thanx for the tips!! we would definitely recommend the stay!!,99.9%,Positive
253,2015-11-15 00:00:00,en,"Wonderful place, excellent hosts, Thanks, Roberto, parents, Airbnb experiences",English,Julia,"Wonderful place, excellent hosts! One of the most lovely of my Airbnb experiences. Thanks to Roberto and his parents.",99.8%,Positive
254,2015-11-09 00:00:00,en,"beautiful terrace, bathroom, bedroom, magical days, house, kitchen, family, Dear Roberto, light, Thanks",English,Veronika,"Dear Roberto! Thank you for the magical days in your house! So beautiful everything in it, lots of light, all very well located and the kitchen and the bedroom and bathroom and especially a beautiful terrace! And you and your family are very hospitable. Will definitely be back! Many Thanks to you all!",100.0%,Positive
255,2015-11-01 00:00:00,en,"city, beautiful view, mountains, good apartment, friendly host, problems",English,Daniel,Really good apartment. Very friendly host. It has a beautiful view over the city and the mountains. No problems at all.,99.9%,Positive
256,2015-10-28 00:00:00,de,"Tipps Roberto, Fragen, paar Tipps, Robertos Eltern, Wohnung, mögliche Ausflüge, schönen Urlaub, Apartment, Haus wohnen, warmes Wetter, Grüße Tobias, Hannah, Bedenken super, Reisezeit, Ankunft, Balkon, Sonne",German,Tobias,"Wir hatten einen sehr schönen Urlaub in dem Apartment von Roberto. Roberto empfing uns bei unserer Ankunft sehr freundlich, zeigte uns die sehr schöne, saubere und neue Wohnung und gab uns ein paar Tipps für mögliche Ausflüge. Auch Robertos Eltern, die mit im Haus wohnen, waren sehr freundlich. Es war sehr angenehm bei Fragen oder für Tipps Roberto oder seine Eltern einfach fragen zu können. Die Reisezeit Ende Oktober war entgegen unserer Bedenken super. Wir hatten sehr schönes und noch recht warmes Wetter. Auf dem Balkon konnte man noch sehr schön in der Sonne sitzen. Wir werden gerne noch einmal wieder kommen. Vielen Dank und viele Grüße Tobias und Hannah",59.1%,Negative
257,2015-10-19 00:00:00,en,"Roberto's place, house, mother, downtown area, problem, friend, lot, future",English,Aneta,We enjoyed staying at Roberto's place a lot! His place is very neat and clean and is located very close to the downtown area! We had no problem finding the house and Roberto and his mother were very welcoming of us! I would definitely recommend Roberto's place to a friend or stay there again in the future! :),100.0%,Positive
258,2015-10-14 00:00:00,de,"tolle Ausgangslage, tolle Sonnenterasse, Appartment, Wandertouren, sportliche Ausflüge, leckeres Obst, Fahrräder innen, Hof parken, Klettersteige, Bike, abseits, Eltern, Klettern, typischen Touristenrummel, nette Gastgeber, Einkaufs, Francesco, Wassersport, Tipps, Garten, Auto, Hobbyraum, Gardasee, Gläschen Wein, Restaurantmöglichkeiten, Haus",German,Svenja,"Wir hatten eine tolle Zeit in dem Appartment am Gardasee! Francesco und seine Eltern sind sehr nette Gastgeber: Sie empfingen uns sehr freundlich und hilfsbereit, gaben uns Tipps für sportliche Ausflüge, schenkten uns leckeres Obst aus dem eigenen Garten und luden uns mehrmals auf ein Gläschen Wein ein. Das Appartment ist sehr schön und sauber, gut ausgestattet und hat eine tolle Sonnenterasse. Unser Auto durften wir sicher im Hof parken und unsere Fahrräder innen in einem Hobbyraum einschließen. Das Haus ist ruhig gelegen, abseits vom typischen Touristenrummel und trotzdem nah genug an Einkaufs- und Restaurantmöglichkeiten. Eine tolle Ausgangslage für Bike- und Wandertouren, Klettersteige/Klettern, oder Wassersport. Wir werden gerne wiederkommen! :)",58.9%,Negative
259,2015-10-04 00:00:00,en,"quiet retreat, Roberto's place, lake Garda, host, cake, question, mother, milk",English,Linda,"Roberto's place is absolutely lovely, very clean, spacious and quiet and has everything one could need whilst away. His mother greeted us warmly with a cake and milk since we arrived late. Roberto immediately responded to every question we had and was extremely flexible and helpful. We would certainly recommend Roberto as a host and his place for a quiet retreat at lake Garda! We will come back for sure!",100.0%,Positive
260,2015-10-01 00:00:00,en,"communication, Roberto, questions, apartment, vacation",English,Lukas,"Everything was great! The communication with Roberto was good, he was always there when we had questions. The apartment itself is just as described - amazing: huge, clean, modern and stuffed with everything you need for vacation. Highly recommend it!",99.8%,Positive
261,2015-09-26 00:00:00,en,"lovely guy, apartment, Roberto",English,Sven,Roberto is a lovely guy and the apartment was great. Highly recommended!!!,99.8%,Positive
262,2015-09-17 00:00:00,en,"Roberto, vostra gentillezza e, sopratutto, ottimo accogliamento Mark, Pat, stay, Lake Garda, information, contact, place, quiet break, Grazie mille, email, home, aperitif, Miriam, Luigi, parents, apartment, Thanks",English,Mark,"This place is fabulous for a quiet break and lots to see and do. The apartment is spotless and has everything and more that you would require whilst away. Roberto and his parents are really nice and make you feel very welcome with lots of information and contact via email if you need anything. Miriam and Luigi were especially nice and even invited us in their home for an aperitif, great to talk to you both. Thanks very much Roberto for making our stay in Lake Garda so great. Grazie mille per tutto, sopratutto per la vostra gentillezza e un ottimo accogliamento Mark & Pat",100.0%,Positive
263,2015-09-13 00:00:00,de,"guten Zustand, Wohnung, Grünen, Roberto, empfangen, Informationen",German,Volker,Roberto hat uns sehr nett persönlich empfangen. Wir wurden mit allen Informationen versorgt. Die Wohnung ist in einem sehr guten Zustand und wunderschön im Grünen gelegen.,88.5%,Positive
264,2015-08-29 00:00:00,en,"apartment, parents, time, Robertos home, Great location, Thanks",English,Nataliya,"There were our second time at Robertos home. Great location, apartment exactly as advertised, clean, spacious and quiet. Roberto and his parents were classy and helpful as needed. Would definitely stay here again. Thanks !",100.0%,Positive
265,2015-08-18 00:00:00,en,"lovely large apartment, lovely stay",English,Anthony,Absolutely lovely stay. Everything was perfect. A lovely large apartment that was immaculate.,100.0%,Positive
266,2015-08-13 00:00:00,de,"Robertos Vater, Robertos Mutter, Päckchen Kaffee, Kuchen, Milch, Abschied, frisch gepflückten Zitronen, netter Willkommensgruß, Esstisch lag, kühl, Tomaten, inspirierende Gespräche, Terrasse, Blick, Eltern wohnen, Ferienwohnung, hell, interessante Veranstaltungen, Glas Wein, umsichtige Art, empfangen, wunderbaren Urlaub, Wohnungsbesichtigung, Garten, Abend, Informationsmaterial, Unternehmungen, modern, Urlaubs, Wünsche",German,Andreas,"Wir hatten einen wunderbaren Urlaub. Als wir ankamen wurden wir von Robertos Mutter herzlich empfangen. Sie zeigte uns die Wohnung, hell, angenehm kühl, gemütlich, modern eingerichtet. Auf dem Esstisch lag ein Kuchen, ein Päckchen Kaffee und Milch, ein netter Willkommensgruß. Herrlich war die große Terrasse mit Blick über das Tal. Nach der Wohnungsbesichtigung zeigte sie uns ihren Garten. Hier wurden wir aufs herzlichste von Robertos Vater begrüßt und sofort mit frisch gepflückten Zitronen und Tomaten beschenkt. Die Eltern wohnen unter der Ferienwohnung. Wir sind uns während des Urlaubs öfter begegnet. Es waren stets sehr nette, freundliche und inspirierende Gespräche. Sie informierten uns über interessante Veranstaltungen und luden uns zum Abschied auf ein Glas Wein ein. Roberto besuchte uns am Abend um sich zu erkundigen ob wir zufrieden sind oder noch etwas benötigen. Auch zwischendurch schaute er immer mal vorbei und erkundigte sich ob wir irgendwelche Wünsche haben. Er hatte gutes Informationsmaterial für Unternehmungen zurecht gelegt. Wir fühlten uns durch seine freundliche und umsichtige Art gut aufgehoben.",56.0%,Negative
267,2015-07-30 00:00:00,de,"Roberto, Gardasee, heimische Milch, Bad neu, Wohlfühlambiente, Weile, Mutter, Frühstückstisch, Wünsche, Insider, Tipps, Unternehmungen bekommen, Traum, Begrüßung hab, Küche, anrufen, Gefühl, nächste Reise, selbstgemachte Aprikostenmarmelade, Moment des Kennenlernens, Abreise, Terasse, Rat, denken, Wohung, Aprikosenkuchen, Mal, Liege, Veronika, Markus, sagen, Perfekt, alten Freund, Balkon, Seite, überlegen, supersymphatisch, danke, Besichtigung, lassen",German,Markus,"Vom ersten Moment des Kennenlernens bis zur Abreise gibt es eigentlich nur eins zu sagen: Perfekt! Roberto ist supersymphatisch und man fühlt sich bei ihm wie bei einem alten Freund. Die Wohung ist ein Traum, das Bad neu renoviert mit Wohlfühlambiente, eine Küche die keine Wünsche offen lässt und eine Terasse/Balkon, bei der man sich zweimal überlegen muss ob man die Liege verlässt ;-) Roberto hat sich viel Zeit genommen für die Besichtigung. Wir haben von ihm Insider-Tipps für unsere Unternehmungen bekommen und er war für uns stets erreichbar und hat sich um alles gekümmert. Wir waren das erste Mal am Gardasee und das Gefühl jmd. anrufen zu können der uns mit Rat und Tat zur Seite steht, ist unbezahlbar. Zur Begrüßung hab es noch die heimische Milch und den Aprikosenkuchen den wir uns die Tage haben schmecken lassen. Die selbstgemachte Aprikostenmarmelade seiner Mutter lässt uns am Frühstückstisch nun noch eine Weile an die schöne Zeit zurück denken. Spätestens wenn Sie leer ist, steht wohl die nächste Reise zum Gardasee an ;-) Gardasee? Nur bei Roberto!  Wir sehen uns wieder, bis bald, danke für Alles Roberto! Veronika und Markus",55.2%,Negative
268,2015-07-27 00:00:00,en,"day, family home, Italian pastry, jar, mum's homemade apricot jam - delicious, high risk items, road bikes, nice man - great artist, studio, theft, milk, beautiful apartment, Roberto, door, house, proper conversation, dad",English,Patricia,"Roberto welcomed us into his beautiful apartment which is upstairs from his family home - he had left some milk, and Italian pastry for us, and when he came by on our second day to make sure everything was ok, he brought a jar of his mum's homemade apricot jam - delicious! Although we shared the front door of the house with the family we didn't see them very much at all. I met his dad one day, who very kindly instructed me to lock the expensive, rented, road bikes in his studio (apparently they are very high risk items for theft). Unfortunately I can't speak Italian, so we couldn't have a proper conversation, but he seems like a very nice man - great artist!!",95.8%,Positive
269,2015-07-15 00:00:00,en,"balcony, large south, added bonus, wonderful host, evening, Aperol spritzer, good holiday, apartment, Roberto, home",English,Gillian,"Roberto was extremely welcoming and made us feel at home immediately. He was a wonderful host and keen to make sure we had a good holiday. The apartment was fantastic, spacious, newly appointed, comfortable and stylish. The large south facing balcony was an added bonus, we say out there every evening sipping an Aperol spritzer watching the sun go down.  We will definitely be back.",100.0%,Positive
270,2015-07-11 00:00:00,de,"Highlight der Wohnung, Gastgeber, wohltuender Schatten, pure Sonne, selbstgemachte Marmelade, Aprikosen, Morgens, Terasse, Grundstück parken, Auto, Abschied, Garten, neu, Badezimmer",German,Ulla,Wir haben uns sehr willkommen gefühlt und sehr wohl gefühlt. Unser Gastgeber hat uns pünktlich und sehr freundlich empfangen. Er hat sich viel Zeit genommen uns die Wohnung und den Garten zu zeigen. Unser Auto konnten wir kostenlos auf dem Grundstück parken. Der Gastgeber war immer für uns erreichbar und hat sich direkt um alles gekümmert. Die Wohnung ist neu und gut ausgestattet. Das Badezimmer ist toll und sehr modern. Die große Terasse ist ein weiteres Highlight der Wohnung. Morgens etwas wohltuender Schatten und später dann pure Sonne. Zum Abschied gab es sogar noch eine selbstgemachte Marmelade aus eigenen Aprikosen.,60.0%,Neutral
271,2015-07-04 00:00:00,en,"Roberto, pleasant suburban area, lack of Italian, helpful host, incredible views, incredible thunderstorm, stylish apartment, pleasant flat bike ride, superb terrace, tree, minutes, fruit fresh, suggestion, wifi problem, fitter folk, electric fan, friendly parents, good moments, star features, mother's excellent jam, town centre, Riva s delightful, car, cool climate, poor sleep, interesting chats, evening, insight",English,Alan,"It is indeed a stylish apartment, and is equipped with almost everything one could want. (Coming from a cool climate we found the lack of air-conditioning made for poor sleep: we mentioned this on our last evening, and Roberto accepted our suggestion that an electric fan would have been useful. I imagine that there will be one there by now !) Its star features are the superb terrace (with absolutely incredible views), and Roberto, the most charming and helpful host (and his friendly parents, with whom we enjoyed good moments despite our lack of Italian - picking fruit fresh from the tree, and enjoying his mother's excellent jam.)  We had several interesting chats with Roberto, which gave us some insight into the area, and he was very helpful in resolving a wifi problem caused by an incredible thunderstorm. The apartment is in a quiet and very pleasant suburban area. We found the car almost essential, though younger, fitter folk would probably walk into the town centre in 15 minutes, and it's a pleasant flat bike ride too. Riva s delightful !",100.0%,Positive
272,2015-06-24 00:00:00,en,"Roberto, apartment, pictures, questions",English,Timea,Roberto is helpful and friendly...the apartment is very nice! It's clean well equipped and it's looks better than in the pictures.:) He answered our questions immediately. Thank you very much Roberto.,100.0%,Positive
273,2015-06-21 00:00:00,de,"fantastischen Terrasse, saubere Wohnung, Eltern, helle, wunderschönem Garten, liebenswerte Gastgeberfamilie, Roberto",German,Marta,"Roberto und seine Eltern sind sehr freundliche und liebenswerte Gastgeberfamilie. Eine schöne, helle und saubere Wohnung mit einer fantastischen Terrasse und wunderschönem Garten. Wir haben uns hier sofort sehr wohl gefühlt. Wir werden wieder kommen!",77.8%,Neutral
274,2015-06-11 00:00:00,en,"House good, Good beds, Roberto's instruction, Roberto's home, Car parking, Big terrace, family, Riva, quiet place, Nice view, garden, beautiful vacation, super plus, steps, kitchen, Apartment, parents",English,Mikhail,"We had really beautiful vacation at the Roberto's home. Nice view, comfy and quiet place. House good located in the Riva and easy reachable by car if you follow Roberto's instruction :) Roberto and his family are very friendly and helpful. Apartment is big enough and very good equipped, especially kitchen. Very clean. Good beds. Big terrace and the garden is a super plus. Car parking in a few steps. Thank you very much, Roberto. Thank your parents too.",100.0%,Positive
275,2015-06-07 00:00:00,de,"super, persönliche Art, Weise, Riva, Roberto, Familie, perfekt, tolle Gastgeber, Ablauf, Apartment, Top",German,Christina,"Eine unglaublich angenehme und persönliche Art und Weise in Riva unterzukommen. Roberto und seine Familie sind sehr herzlich, freundlich und offen und wir haben uns sofort bei Ihnen sehr wohl gefühlt. Wirklich nur weiter zu empfehlen! :) Das Apartment war super! Top gepflegt und super eingerichtet. Der Ablauf war perfekt und unkompliziert. Wirklich tolle Gastgeber! Wir kommen nächstes Jahr wieder!!!",65.2%,Neutral
276,2015-05-29 00:00:00,nl,"de bezigtigwaardegheden, de omgeving, perfect De communicatie, de beschrijving van het huis, nuttige tips, Roberto, vriendelijke ouders, Italiaans gebak, pak",Dutch,Hadii,Zijn vriendelijke ouders waren aanwezig en hebben ons alles uitgelegd. Zij hebben ons met Italiaans gebak en een pak mek verrast. de beschrijving van het huis was perfect en huis was heel erg schoon. Alles was perfect De communicatie met Roberto is soepel verlopen en hij gaf ons nuttige tips voor de bezigtigwaardegheden in de omgeving.,67.9%,Neutral
277,2015-05-25 00:00:00,de,"Bettsachen neu, Wohnung, Küchensachen, Geschirr, Frühstück, Abendessen Sonne, Unterkunft, super, See, Minuten, Terrasse, Rädern, schneller, fands",German,Stefanie,"Die Unterkunft war super, sehr hell und alles sehr neu eingerichtet. Eine Wohnung in der man sich wirklich wohlfühlen kann. Die Terrasse ist riesig und man hat vom Frühstück bis zum Abendessen Sonne. Zu Fuß war der See in ca. 20 Minuten erreichbar, wir waren viel mit den Rädern unterwegs, da ging es noch schneller. Da die Wohnung sehr neu ist, waren auch alle Küchensachen, Geschirr und Bettsachen neu. Ich fands wunderbar und würde jederzeit wiederkommen.",63.2%,Neutral
278,2015-05-19 00:00:00,de,"Roberto, Familie, tolle Terrasse, Monate alte Tochter, Ausstattung, Kinderbett Hochstuhl, Mädelstour, Unterkunft, Sonne, tolles Bad, Sitzgelegenheiten, Liegen, Traum, Freundinnen, Ort, Haus, schöner Aufenthalt, Personen, Gastgeber, willkommen",German,Julia,"Wir sind zu 3,5 Personen gereist... mit meinen beiden besten Freundinnen und meiner Tochter (Mädelstour)... Die Unterkunft bei Roberto und seiner Familie war traumhaft! Absolut wunderschön. Eine tolle Terrasse und eine gute Ausstattung (tolles Bad), es fehlte an nichts... Es war alles für uns (und auch meine 19 Monate alte Tochter/ Kinderbett Hochstuhl etc.) liebevoll vorbereitet. Die Terrasse ist ein Traum... den ganzen Tag Sonne mit Sitzgelegenheiten und Liegen! Der Ort ist sehr schön und das Haus toll gelegen. Die Gastgeber waren sehr freundlich und man hat sich sehr ehrlich willkommen gefühlt! Ein sehr schöner Aufenthalt den wir sicher wiederholen werden. Vielen Dank an Roberto und seine Familie! J-V-J-L",58.8%,Negative
279,2015-05-04 00:00:00,de,"Roberto, Gastfreundschaft, gesamten Ambiente, besserem Wetter, Eltern",German,Claus,Wir waren beeindruckt von der Gastfreundschaft und dem gesamten Ambiente. Wir kommen gerne wieder und dann bei besserem Wetter. Herzlichen Dank an dich Roberto und deine Eltern.,87.0%,Positive
280,2015-04-26 00:00:00,it,"grande balcone, notti, bambini, bimbi, Roberto x, casa, parco, piacere di conoscerlo, genitori, Parcheggio comodo",Italian,Andrea,"Noi siamo stati ospiti da Roberto x 3 notti, non abbiamo avuto il piacere di conoscerlo personalmente, ma abbiamo conosciuto i genitori che sono stati gentilissimi. La casa è molto pulita attrezzata e nuova con un grande balcone con una bella vista. Parcheggio comodo ,vicino si trova un bel parco per bambini che i nostri bimbi hanno gradito. Consigliamo e torneremo.",66.4%,Neutral
281,2015-04-04 00:00:00,de,"Küche, Wohnung, Riva, riesigen Balkon, Ortsteil San Alessandro, Bad, Top Zustand, Esszimmer, Südseite, schöne Urlaubswoche, neu, Vermieter, Überraschungen",German,Bernd,Die Wohnung liegt etwas nördlich von Riva im Ortsteil San Alessandro Sie ist sehr ruhig gelegen. Sie hat ein großes Wohn/Esszimmer mit Küche sowie einen riesigen Balkon zur Südseite alles sehr gepflegt. Die Wohnung ist komplett vermutlich neu renoviert. Küche und Bad in Top Zustand. Die Vermieter haben uns sehr freundlich empfangen. Es lagen sogar einige Überraschungen für uns bereit. Wir haben eine sehr schöne Urlaubswoche verbracht,64.9%,Neutral
282,2015-01-11 00:00:00,en,"installations, bathroom, heating system, Roberto, family",English,Aurelie,"I was very well received. Roberto and his family are very flexible, and very helpful. The flat itself is super clean and modern, all installations are new (bathroom, heating system...) I recommend 200%",100.0%,Positive
283,2015-01-04 00:00:00,es,"familia, Roverto, ayuda, actividades, transporte",Spanish,Anna,Roverto y su familia fueron muy amables y cordiales. Ha estado siempre disponible por si necesitavamos ayuda. Y nos informó muy bien de las distintas actividades que podíamos hacer y el transporte. Me gustaría volver.,78.6%,Neutral
284,2015-01-02 00:00:00,it,"genitori, casa, comodità, Roberto",Italian,Elena,Roberto e i suoi genitori sono stati ospitali e disponibili sin da subito. La casa era accogliente e con ogni comodità.,71.3%,Neutral
285,2014-12-08 00:00:00,it,"appartamento, nuova occasione, occasione dei mercatini, giorni, lago, natale, spazioso caldo, escursioni, gite, Spero, ritornarci, casa delle vacanze, Roberto, vacanza, posizione strategica, ragazza, montagna, consiglio",Italian,Cristina,"Abbiamo soggiornato in questo appartamento per 3 giorni in occasione dei mercatini di natale. Ci siamo trovati benissimo, l'appartamento è bello spazioso caldo e pulito....praticamente tutto ciò che uno desidera trovare in una casa delle vacanze. Purtroppo non abbiamo conosciuto Roberto perché anche lui era in vacanza, ma ci ha affidati alla sua ragazza Sara, che è stata gentilissima e disponibile con noi. Insomma un appartamento che consiglio sicuramente, anche perché si trova in una posizione strategica, da dove si può partire per tante escursioni e gite sia per il lago sia per la montagna. Spero di avere una nuova occasione per ritornarci.",59.7%,Negative
286,2014-11-22 00:00:00,en,"perfect host - perfect apparement - perfect environment, nature, relaxing vacation, Roberto, grazie mille, christian",English,Christian,"Ciao Roberto, grazie mille! you are a perfect host - perfect apparement - perfect environment and nature - we had wonderfull and relaxing vacation. see you again christian",99.7%,Positive
287,2014-11-17 00:00:00,en,"great plus, Great place, Garda's region, door steps, nice garden, hosting, weather, Parking available, free of charge, hidden gems, car, couples, order, View, terrace, Apartment",English,Vadims,"Great place to stay if you are discovering Garda's region. Apartment itself big enough for hosting 2 couples and very well furnished. View from the terrace just breathtaking! Make sure that you come with car in order to explore all hidden gems of the region. (Parking available near door steps & it's free of charge). If you are lucky with weather, nice garden is a great plus of this appartment.",100.0%,Positive
288,2014-11-10 00:00:00,en,"great view, Roberto's appartment, nice quiet neighboorhood, huge terrase, weekend, time, Riva, Garda, boyfriend, mountains, parents",English,Ekaterina,"My boyfriend and I stayed in Roberto's appartment for a weekend and it worked out just great for us. Roberto and his parents, who live downstairs, were very welcoming and ready to help. As for the appartment itself, there's hardly more one could wish for: well-equipped, modern, clean, very spacious, in a nice quiet neighboorhood. What I enjoyed most was a huge terrase with a great view of the mountains. Would definitely stay here again next time we are in Riva del Garda!",99.9%,Positive
289,2014-11-02 00:00:00,en,"nice apartment, nice week, beds, young guys, lake Garda, Robertos parents, terrace, kitchen",English,Kasper,We were four young guys going to sail at the lake Garda. We had a very nice week. We came late and meet Robertos parents downstairs and they let us inside to this very nice apartment. The kitchen is fully equip with all you need. The terrace is wonderfully and the beds were good. We were more than pleased with the apartment.,100.0%,Positive
290,2014-10-25 00:00:00,en,"children, downtown, needs, beautiful view, starter food, sunset, parents, waterfront, ride, pedestrian walkways, wonderful terrace, Roberto, family, minutes, station, apartment, amenities, sister, time, doors, dinner, husband, morning, bike",English,Heather,"Roberto and his family (his parents live downstairs) were very kind and welcoming and very attentive to any needs we had, including starter food and a ride to the station at 7:00 on a Sunday morning! The apartment is lovely and clean, with a beautiful view and all the amenities. We loved sitting out on the wonderful terrace and watching the sunset with our dinner, and waking up to the sun streaming in the big french doors. The walk to the waterfront/downtown is brisk, about 15 minutes, but if you look carefully you can find pedestrian walkways the whole way. I recommend bringing/renting a bike if you want to get around more quickly or if you have children. I stayed here with my sister this time, but will definitely be coming back with my husband and children if I can book it!",100.0%,Positive
291,2014-10-20 00:00:00,en,"extra bed, baby bed, great terrace, comfortable stay, beatiful view, modern apartement, Robertos flat, Thanks, lot, Mother, place",English,Annette,It was great to stay in Robertos flat. It has a great terrace with a beatiful view. It's a spacious (much bigger than expected) clean and modern apartement with everything you need for a comfortable stay. As I came a bit later than the others i didn't meet Roberto personally but his Mother. We felt welcome and they've been very kind and flexible as we needed one extra bed and a baby bed. It's definitely a place to come back. Thanks a lot.,100.0%,Positive
292,2014-10-05 00:00:00,en,"great view, fruit bowl, welcome gift, wonderful Mediterranean house, jaw of homemade marmalade, clean flat, Roberto, parents, lake, stay, big balcony, recommendations, accommodation",English,Peter,"The accommodation was great! Nice and clean flat with everything you need and a big balcony. It's in a wonderful Mediterranean house with a great view onto the lake. Roberto was very helpful and always available. His recommendations were very good. His parents were lovely, as a welcome gift we got a fruit bowl and a jaw of homemade marmalade. All in all, the stay was perfect and we really recommend it.",100.0%,Positive
293,2014-09-28 00:00:00,en,"great rooms, great tarrace, great time, Place, beautiful days, best decision, nice kitchen, terrace, itsel, family, Robertos Apartement, sunrise breakfast, amazing view, kind hosts, Roeberto, Thanks Roebrto, Riva",English,Philipp,"We had a great time at this Place!! Roeberto and his family were really kind hosts. The Place by itsel was awesome, great rooms, nice kitchen and a great tarrace with a amazing view! It was a pleasure to start the days with a sunrise breakfast on this terrace... We spent 4 beautiful days in Riva and for us it was the best decision to stay at Robertos Apartement. Thanks Roebrto and all the best for you!",100.0%,Positive
294,2014-09-24 00:00:00,de,"Wohnung, Zentrum, Riva, Ausblick, Balkon Richtung Gardasee, Urlaub, freundliche Gastgeber, Minuten gefahren, Einrichtung, Fall, paar Übernachtungen wert, Eltern empfangen, Rad, Tick schöner, Lidl, Mountainbikes, Keller parken, Fragen, Restaurants, Robertos Appartement, Lebensmittel, Torbole, Geräte, Gardaseeufer, Fazit, Mal",German,Leander,"Wir waren im September 2014 zum ersten Mal am Gardasee und hierbei für 10 Tage in Robertos Appartement.  Die Wohnung war sauber und aufgeräumt, alle Geräte funktionsfähig und der Ausblick vom großen Balkon Richtung Gardasee fantastisch. Wir wurden freundlich von Roberto und seinen Eltern empfangen und konnten uns bei Fragen jederzeit an sie wenden. Unsere Mountainbikes konnten wir im Keller parken. Zum Gardaseeufer ist man von der Wohnung mit dem Rad in 5 Minuten gefahren, ins Zentrum von Riva waren es ca. 2,5 km. Lebensmittel kann man z.B. im Lidl (Torbole), ca. 2 km entfernt einkaufen. Gute Restaurants gibt es im Zentrum von Riva genug.  Fazit: Die Wohnung ist auf jeden Fall ein paar Übernachtungen wert. Toller Ausblick, neue Einrichtung und freundliche Gastgeber machen den Urlaub am Gardasee noch einen Tick schöner.",57.6%,Negative
295,2014-09-15 00:00:00,en,"equipped apartment comfortable, Brand new, spirit of pure Italy, trip, Roberto's house, real pleasure, Hospitality, Astonishing view, terrace, amazing place, beginning, walking, lake, children",English,Булкин,Staying at Roberto's house was a real pleasure! Hospitality and spirit of pure Italy surrounded us from the very beginning of our trip up to leaving this amazing place. Brand new and well equipped apartment comfortable enough to stay with two children . 15 min walking to the lake and 20-25 to the center. Astonishing view from the terrace. Highly recomend.,100.0%,Positive
296,2014-08-28 00:00:00,en,"Family, warm welcome, Robert, Garda Lake, time, Thanks, lot, needs, flat, Nataliya",English,Nataliya,We received a warm welcome from Robert and his Family. The flat was well located. It was clean and comfortable. It was well equipped and suited our needs. We would certainly use it again when we visit Garda Lake next time. Thanks a lot. Nataliya,100.0%,Positive
297,2014-08-24 00:00:00,de,"toller Gastgeber, neu renovierte Wohnung, nette Familie",German,Eike,"Eine sehr großzügige, praktisch neu renovierte Wohnung eine toller Gastgeber und eine sehr nette Familie!",92.5%,Positive
